,decay,dist,factor
76,0.8196034379376012,7982.263166549152,0.4846923297237877
77,0.6070392771165666,8057.502347118355,0.7096730051540187
78,0.036802967793480704,8003.516501811282,0.8498242569886167
79,0.8246001242382422,8050.386604792184,0.7088004340319555
80,0.173371047595218,7998.165085257078,0.6207233308621619
81,0.5796332895530022,7940.903654666273,0.8095156563638966
82,0.24682911427588142,7807.946599624272,0.8923341345724936
83,0.9227960598648196,7960.876370179054,0.927738873042544
84,0.7570914528426879,8018.1589784771095,0.6081742422270721
85,0.5245802822985353,7927.062209887279,0.012851314524217592
86,0.07601994613271308,7901.581626636797,0.15859488388766244
87,0.9154235766556833,8021.168851059694,0.403695222794284
88,0.2712164867218978,7953.481233165941,0.665253795078255
89,0.4927601046293362,8047.59919831279,0.18229025170814586
90,0.3204412579820309,7929.554152494498,0.3018901318591962
91,0.3059939709459406,8032.327205024377,0.12561763348102645
92,0.7561514518381145,8035.0471226726895,0.6229428401814646
93,0.2460734525702057,7893.656043280811,0.5164051812702789
94,0.2667279141102777,7955.063525459199,0.37496650764894185
95,0.6282341726637692,8127.657743794217,0.08598669226781837
96,0.46902462285036445,8041.994948047204,0.057561325034531687
97,0.15869061447251837,7979.067229247821,0.05558437679037787
98,0.8680067058289409,8089.431403519251,0.9402503362290091
99,0.7677581093914203,8074.227586423876,0.15163201796943349
100,0.7090950551410548,8028.903328792554,0.2980077516301173
101,0.16556948502701918,7887.331773948424,0.2211420667772245
102,0.08299323204944124,7956.730375553946,0.9307953178452429
103,0.6813482267614315,8025.319698025857,0.5715025410705804
104,0.6293017033523882,7904.807543169307,0.09929980277429407
105,0.9247652822173671,8046.487687431156,0.6095245785544264
106,0.05586925910434901,7977.295891566971,0.9804833089292848
107,0.669114192742117,7961.116420429608,0.5722857258115712
108,0.7018097026122453,8071.401871677452,0.691340829770443
109,0.9246134935585913,8222.350780261062,0.15932635368365825
110,0.7988941327881691,8059.795307937332,0.9188304949933179
111,0.030379190323061203,7832.960095119347,0.7918552747286184
112,0.4892542683624113,7977.178644587313,0.6852429028512752
113,0.7881010722125821,7934.086386828789,0.80977456912338
114,0.047018543373361005,7734.0971882772465,0.6858369395397698
115,0.840894256694014,7872.3204678749225,0.6868390702264422
116,0.47899494334313697,7836.183519995989,0.07442093561682984
117,0.702896204218484,8013.359114430388,0.6551663285678713
118,0.592075004593214,8019.1820416318815,0.5899132633338908
119,0.2705338408005592,7906.974775189036,0.4117606807825517
120,0.624639387274838,7938.646962285319,0.3365732560829643
121,0.46521360695156244,8067.69239975321,0.2309321735242007
122,0.09924466456909693,7910.2487508385475,0.3361962472005633
123,0.3909015670784059,7946.900157486835,0.14804679540543367
124,0.7576783735085798,7692.002927363521,0.5220409959944596
125,0.9300481238106363,8175.722322219774,0.37809928908007123
126,0.15801728020615402,7959.403576565117,0.27931199768095516
127,0.7515846518144941,8018.189656160494,0.4277675038487873
128,0.7428537199263988,7897.892364590456,0.6446152353731764
129,0.06318036116374529,7912.989783735398,0.4743592432705428
130,0.6884700363272174,7977.695203304006,0.661134445494812
131,0.9627243615267922,8079.172076675302,0.05359139850024995
132,0.2849344010967097,7929.365513258413,0.08043208285853155
133,0.5092812921964185,8007.908171831135,0.4896754226018369
134,0.6807331885236918,8099.658359181472,0.35228906061890625
135,0.13400693858799306,7831.104914870774,0.3092674694628464
136,0.09674480120150085,7874.0325038942465,0.025135613645838946
137,0.3006693994096456,8107.967513245337,0.45965378774435917
138,0.016498480363585297,7936.704859922962,0.19187312611106458
139,0.0020701666310751015,7677.123157480031,0.17777462289068813
140,0.2594575889519129,8007.370010610245,0.2903074834622871
141,0.9667993020858207,7821.229398743787,0.27501099132301643
142,0.6785813392768887,7544.6622112516325,0.5594922753065179
143,0.31109453695439804,8012.697796198536,0.22734116855846578
144,0.16972659227476758,7876.598283478195,0.9272690048217946
145,0.8538245566969067,7911.521501553036,0.7235478026617352
146,0.4838923843994786,7861.566975110533,0.16171761632626308
147,0.5237030271199922,7972.899531792281,0.880928644011171
148,0.48425861460898134,8002.971695295636,0.18303362441365367
149,0.3839993099847778,8030.748325904495,0.7888631388152005
150,0.55360757841352,8031.134272547075,0.12145002402440566
151,0.020402575499049322,7835.6854991351565,0.7947437230973423
152,0.07374050257080125,7873.048925734042,0.8819194974438019
153,0.6005677450199577,8026.843025033739,0.8341330845433945
154,0.9684108076861033,8008.566854902765,0.670115190984329
155,0.3909207116956898,7834.596215391481,0.5480239132435797
156,0.3807164735883966,7932.015346172576,0.9487398021882262
157,0.14522167285557355,7829.509836953645,0.12673096293673983
158,0.6048129394737372,7930.61943433586,0.23716602802880254
159,0.7830696392103956,7950.782712720272,0.12941187465326537
160,0.40217776700909974,7992.012806232437,0.4025481701369568
161,0.7545261325713918,7941.788778702548,0.0345835542186901
162,0.11051511865668566,7988.904254729717,0.24803275367784805
163,0.03316941202078865,7915.901082468358,0.2697523657984006
164,0.3791953059530801,7900.7936233375785,0.43963660944308125
165,0.29599000621816995,7987.219772161906,0.9669428772595982
166,0.07722765577884932,8020.85349204246,0.4612187173749454
167,0.341513696235668,8012.438427160443,0.9436919085920931
168,0.27674745608881607,7956.7805224199765,0.479744664635544
169,0.9024817414896583,8013.863496629231,0.13842793748492124
170,0.8122850067602196,7895.9784882827935,0.025642995639034487
171,0.9325889611916782,8015.854234403672,0.19419663078507118
172,0.891542265131731,7962.590672880265,0.14538775268898763
173,0.45651727015517596,7880.543146247019,0.8448750522277123
174,0.2798274050165661,7782.143105952766,0.9831676840672419
175,0.562052583071602,8040.932560755505,0.7295787200321323
176,0.4882730988368921,7944.232710805805,0.5215860451767441
177,0.12369476513985193,7911.87831844956,0.8990589880318159
178,0.4849384949896751,7819.578527055784,0.8037828496367753
179,0.6964607083398441,8034.486603867347,0.8840635564785106
180,0.5140672505964317,8056.433017918184,0.7162283697782458
181,0.64810876498504,7942.6313563594795,0.4556258029319189
182,0.6298811216795447,8008.921530040196,0.26870129099269924
183,0.5732699672175234,7979.491928128693,0.6042192964202996
184,0.9425848660785401,8103.09753609968,0.35894781240792545
185,0.5241356408435359,8039.031428699751,0.11364818527898034
186,0.6763782480864984,8023.7204174986755,0.8968601987549306
187,0.7851065000627545,8000.50548688127,0.08953823381276683
188,0.011522059459529149,7971.4119567151765,0.5833734437845532
189,0.005919229891237952,7964.902843395908,0.5215554340156542
190,0.03549730209444749,8017.974892326836,0.17142282365923758
191,0.09032125904917193,7858.3558089521675,0.26645130999887157
192,0.8223824786392909,8123.737178758377,0.9676561087822911
193,0.906633978184502,8059.252660061273,0.18162505654290123
194,0.8989860826415704,7828.140932363822,0.7960676546313976
195,0.23751918852350462,7829.806146301186,0.6133481890704443
196,0.7816036888662121,7927.995092487839,0.15187257214178546
197,0.807120100353852,7935.2103654670045,0.39031316495253693
198,0.6739995718050008,7994.965688762863,0.5027128294547708
199,0.6891871144825937,7988.222951641994,0.2956856685889927
200,0.923005063159983,8053.082057195639,0.32298870562716836
201,0.7294150321718975,8012.5621881165835,0.3328458433854831
202,0.4950204486822021,7811.535425765809,0.547357017297167
203,0.8059515768973825,7941.370025610981,0.7198251512826894
204,0.9702348342963859,8132.060473341431,0.6511918177306004
205,0.11601969588572549,7832.960095119347,0.713825497178689
206,0.2022832817657032,7905.742036478087,0.9099580932645044
207,0.4276410617099808,7837.5077811125875,0.9870695663040331
208,0.2237467355773513,7752.681680476642,0.8741188837265818
209,0.014125763534247894,7835.731722990867,0.5716870499585875
210,0.006075506602885085,7977.666230689257,0.18903884794445458
211,0.6916690449255319,7933.2659102629805,0.31027121108293293
212,0.38981252008512446,8017.188996236676,0.16673987383713326
213,0.509488215663087,7970.046518087916,0.5919762899184489
214,0.5556661868146388,7893.476078891325,0.14859465376556688
215,0.8632724618312121,7796.844672247924,0.8243566515149602
216,0.06986392637359777,7888.736365347959,0.8118215057458557
217,0.31857216412890904,8072.052091176208,0.7961595537699125
218,0.7464783072557868,7992.170688254051,0.6435573913704551
219,0.38646418632926904,7984.722266040247,0.40942035153092193
220,0.35186781696652736,7912.107873414097,0.1934478804879867
221,0.2672551245690383,7984.750169447473,0.4863994319602005
222,0.703092636754085,7960.677992299382,0.7291312031403956
223,0.15884007078671622,7959.241050859123,0.403275282227986
224,0.5429108841212568,7991.138158389597,0.6357868174084857
225,0.48492022645639005,7797.73465278573,0.43767641752528913
226,0.1007963452637699,7864.154194774886,0.1483092317732653
227,0.047378360361095564,7947.30144329107,0.6704651032795713
228,0.4970477970703302,8016.08716499451,0.7696687196721439
229,0.046046725218672604,7972.8490251613,0.9020818068663085
230,0.217098900557101,7973.183112592584,0.06904256287575805
231,0.7639511040146792,7976.675964118243,0.05067785099357075
232,0.35342398011909865,7925.412645587989,0.07419689548065471
233,0.44468191217081515,8155.380004706729,0.9605841845718004
234,0.48450011804326204,8024.873607830214,0.7702899088765686
235,0.010503636381322299,7789.609255936972,0.23532524015888678
236,0.45391399812804106,7845.614727974425,0.48951118964956253
237,0.9900961533819949,8672.257454711495,0.48653027356967155
238,0.4014904053010732,7980.735849703274,0.050300427573469635
239,0.026463173787625093,7977.369921341716,0.543497140537532
240,0.40024762693410815,7887.051077261748,0.8849593663446217
241,0.5808857506293112,8061.2383524416855,0.6254038386211227
242,0.6727417785898686,7988.70435842278,0.4075001693529939
243,0.17447915998280214,7907.829177563344,0.5425738017232663
244,0.519566434199606,7934.609059102295,0.7287976992654227
245,0.6949118669548691,7878.754587684916,0.5039836153176914
246,0.5240435608750484,7973.285682062521,0.8258739080751576
247,0.26557751823582715,7925.071263551139,0.11134083823588746
248,0.7753900085951744,8014.432622764434,0.7701148468891507
249,0.054595213289860105,7875.162486244959,0.4152751923706437
250,0.232220156415818,7969.194133344889,0.32605003833767987
251,0.3550421443993178,7988.630739586558,0.9979382316697472
252,0.0001292338519345726,7966.1176764602105,0.775891680481673
253,0.06910331675020262,7722.9213276097125,0.8697645291094476
254,0.2661598954305268,7986.221098800709,0.9613954888042356
255,0.9656246583907013,8156.067962140574,0.16155651489313125
256,0.4205756735813036,7958.440528988535,0.18640052003152766
257,0.756867459641873,7846.85456930081,0.22180573696915062
258,0.9018575710974235,7928.602249338893,0.6870926062287872
259,0.7913854535615511,7664.403581025395,0.670234635728434
260,0.3068686244753345,7894.979960717393,0.18257156778484246
261,0.050688593124861694,7881.328472423294,0.28326460701702816
262,0.9209320547473057,8024.421758431467,0.2855031540536268
263,0.8000662507819225,7881.4886864430955,0.3950138386503811
264,0.31694551335256976,8130.457084889962,0.5326919217247476
265,0.8937868100958004,8075.471746010949,0.6423812734711587
266,0.9491781975543365,7969.612794684294,0.41900998796675504
267,0.19431673475672268,7829.507635792094,0.5569767603484896
268,0.9329240743927489,8093.938600530667,0.7124384162923842
269,0.15503514374904523,7881.947912678304,0.7658823443526512
270,0.8705067030582238,8103.286522072218,0.42532816775191823
271,0.8256830539359883,8001.560365838804,0.14417773203492193
272,0.9848674064145796,8357.706144839281,0.9044829364364516
273,0.607517441648982,7915.367700551175,0.8449801391521341
274,0.8899189197020645,7967.230300332984,0.1149737269145605
275,0.7073502163755434,8011.233299548151,0.8651001185687391
276,0.6087503246145096,7916.9267395658235,0.5945688262450421
277,0.1970197658318782,7902.50085923141,0.07987152650439198
278,0.885671922628051,7897.529936359579,0.4938195961118447
279,0.5551387859199753,8127.807395318343,0.868632315825908
280,0.3267256531592742,7549.289019371725,0.45280475684080995
281,0.9433903279355504,8060.977376751534,0.7422075314965991
282,0.9337120282586788,8103.897908341554,0.13577490035433543
283,0.16947835393807684,7953.206040128028,0.9750897775212992
284,0.3457989854261167,7899.679059346679,0.19695515482185016
285,0.14067197894540187,7865.540098715759,0.4589297340196744
286,0.212096689135177,7992.885378512014,0.41863267951205985
287,0.7811952682458846,7916.140939278808,0.089799514779827
288,0.3838934950945752,7943.5570137707255,0.6966499907552485
289,0.9760683588651807,8039.043468428358,0.7465811807649144
290,0.975796911621245,8171.844895920874,0.631876080943156
291,0.641636342302706,8058.470127474212,0.2553328135222343
292,0.4503286625177421,7930.543836842075,0.32470362685556065
293,0.02354879909456895,7908.362975615307,0.23448740228429704
294,0.37785049293286677,7937.112638594435,0.058139214142855486
295,0.22457137856323436,7712.954626590827,0.4528968421764009
296,0.7849190673038356,7979.256304928539,0.7270091930000875
297,0.07836707914429701,7794.017329686765,0.46145825124833345
298,0.2584708769305625,7940.851988829336,0.6020064351769525
299,0.4036089472640782,8020.848059738035,0.35422686853176566
300,0.9311846391595822,8192.942597293497,0.755532856394676
301,0.9359976049798779,8103.469922725127,0.853182020559
302,0.6670576396843272,8001.4185495873135,0.4507645994210977
303,0.012339766514714473,7846.834799047986,0.08543977994256692
304,0.8560621350324409,7978.547819186942,0.24501278370298155
305,0.8467643083161125,7986.942294808019,0.9669369585211149
306,0.8044281726243527,8079.204031545676,0.274888740259542
307,0.6814183172453733,7883.167595769399,0.24931647648681293
308,0.2744152338800528,7931.935889152592,0.4818075265775878
309,0.999590900107103,14866.432101181023,0.8435953976522423
310,0.6511144537366602,7912.691545672989,0.5075012058640936
